state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
MO,123,area_code_415,no,no,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,no
MI,112,area_code_510,no,no,0,243.4,77,41.38,182.1,97,15.48,259.2,94,11.66,12.8,2,3.46,1,no
WV,62,area_code_408,no,no,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,no
DE,51,area_code_510,no,no,0,181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1,no
AK,NA,area_code_415,no,no,0,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,2,2.51,2,no
ID,138,area_code_415,yes,yes,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,no
WA,51,area_code_408,no,no,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,no
HI,117,area_code_408,no,no,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3,no
MN,NA,area_code_415,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,no
FL,64,area_code_408,no,yes,31,228.6,88,38.86,248.5,109,21.12,167.1,124,7.52,9,1,2.43,3,no
PA,77,area_code_510,no,yes,24,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,1,no
NC,190,area_code_408,no,no,-10,182.2,101,30.97,212.3,95,18.05,233,123,10.49,9.3,4,2.51,2,no
FL,142,area_code_415,no,yes,26,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,2,no
NH,NA,area_code_510,no,no,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1,no
WY,215,area_code_510,no,no,0,2039.3,148,14.21,1052.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,no
NV,115,area_code_415,no,no,0,184.1,98,31.3,327,73,27.8,212.5,106,9.56,7.5,6,2.03,2,no
IA,66,area_code_510,no,no,0,256.3,135,43.57,180.2,106,15.32,187.3,135,8.43,6.2,NA,1.67,2,no
NY,161,area_code_415,no,no,0,332.9,67,56.59,317.8,97,27.01,160.6,128,7.23,5.4,9,1.46,4,yes
CT,74,area_code_510,no,no,0,203.8,77,34.65,205.1,111,17.43,154.9,109,6.97,9,2,2.43,1,no
AK,126,area_code_415,no,yes,31,278,88,47.26,NA,65,21.52,223.2,114,10.04,8.7,4,2.35,0,no
KY,73,area_code_510,no,no,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,NA,2.27,2,no
ID,83,area_code_415,no,no,0,159.3,104,27.08,202.3,98,17.2,229,73,10.31,9.5,3,2.57,2,no
NV,88,area_code_415,no,no,0,1985.1,61,28.34,1111.3,88,15.24,242.7,131,10.92,6.8,7,1.84,4,yes
TN,72,area_code_408,no,no,0,147,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1,no
CO,NA,area_code_408,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,no
NH,74,area_code_408,no,no,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,yes
WA,127,area_code_408,no,no,0,146.7,91,24.94,203.5,78,17.3,203.4,110,9.15,13.7,3,3.7,1,no
WV,36,area_code_408,no,no,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1,no
SC,1,area_code_415,no,yes,26,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,10,2,2.7,1,no
SD,128,area_code_510,yes,yes,32,223.5,81,38,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,yes
WY,111,area_code_415,no,no,0,146.2,55,24.85,261.5,83,22.23,163.2,116,7.34,8.7,3,2.35,3,no
NC,115,area_code_415,yes,no,-5,180,119,30.6,198.8,126,16.9,217.1,70,9.77,12.4,3,3.35,1,no
MT,73,area_code_415,no,no,0,160.1,110,27.22,213.3,72,18.13,174.1,72,7.83,13,NA,3.51,0,no
HI,70,area_code_415,no,no,0,197.3,91,33.54,305.8,81,25.99,171,105,7.69,6.7,6,1.81,1,no
WV,173,area_code_510,no,no,0,109.4,103,18.6,101.3,111,8.61,167.3,106,7.53,7.8,7,2.11,1,no
NJ,162,area_code_408,no,no,0,217.6,87,36.99,279,71,23.72,250.7,65,11.28,10.4,NA,2.81,2,yes
DE,NA,area_code_510,no,no,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,no
DE,92,area_code_415,no,no,0,197,84,33.49,269.3,105,22.89,158.9,105,7.15,10.8,4,2.92,1,no
OK,146,area_code_510,no,no,0,138.4,104,23.53,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,4,yes
GA,85,area_code_510,no,no,0,222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,11,2,2.97,3,no
RI,36,area_code_415,no,no,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7,7,1.89,3,no
NJ,-78,area_code_415,no,no,0,231,115,39.27,230.4,140,19.58,261.4,120,11.76,9.5,3,2.57,1,no
OH,NA,area_code_415,no,yes,36,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,12,5,3.24,1,no
SC,112,area_code_415,no,yes,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,no
NC,74,area_code_415,no,no,0,102.7,89,17.46,149.3,100,12.69,188.1,114,8.46,11,NA,2.97,0,no
AK,86,area_code_408,no,no,-9,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1,no
AZ,92,area_code_415,yes,yes,45,281.1,88,47.79,198,103,16.83,94.3,76,4.24,7.5,3,2.03,0,no
OH,114,area_code_415,no,no,0,1995.2,88,32.56,1107.2,78,14.89,220.3,118,9.91,0,0,0,0,no
NJ,107,area_code_408,no,yes,36,96.3,83,16.37,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78,1,no
OH,106,area_code_415,no,no,0,2018.6,112,26.96,1152,114,18.7,252.9,106,11.38,9.1,3,2.46,0,no
MN,38,area_code_510,no,no,0,175.7,109,29.87,211.8,97,18,137.9,109,6.21,9.2,3,2.48,5,yes
MA,145,area_code_415,no,no,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1,no
LA,99,area_code_510,no,no,0,2125.8,89,24.19,1136.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0,no
OR,161,area_code_408,no,no,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,NA,3.38,1,no
ND,88,area_code_415,no,no,0,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,4,2.13,2,no
ID,NA,area_code_510,no,no,0,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0,no
GA,NA,area_code_510,no,no,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,no
GA,98,area_code_408,no,no,0,2029.6,102,21.47,1098.8,85,14.18,187.8,135,8.45,9.4,2,2.54,3,no
WA,136,area_code_415,no,yes,16,1927.2,105,15.37,1133.3,109,17.11,227.1,115,10.22,13.1,4,3.54,0,no
TN,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,no
MD,106,area_code_415,no,no,0,165.3,118,28.1,210,101,17.85,187.2,93,8.42,8.5,3,2.3,2,no
WA,63,area_code_408,no,no,0,149.3,104,25.38,NA,75,23.26,206.6,72,9.3,9.1,4,2.46,0,no
MT,109,area_code_510,no,no,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,no
ID,99,area_code_415,no,no,0,145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94,1,no
WA,76,area_code_510,yes,no,0,246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0,yes
UT,103,area_code_510,no,yes,36,87.2,92,14.82,NA,110,14.39,166.7,80,7.5,10.9,5,2.94,6,yes
ID,113,area_code_415,no,yes,30,1961.8,102,31.25,1115.4,123,15.59,235,52,10.58,11.6,7,3.13,0,no
ME,56,area_code_408,no,no,-8,221.9,112,37.72,278.2,122,23.65,288.1,85,12.96,7.1,5,1.92,0,yes
NV,160,area_code_415,no,no,0,176.2,90,29.95,196,115,16.66,263.9,95,11.88,9.2,4,2.48,1,no
NV,148,area_code_415,no,no,0,279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,2,2.13,2,yes
NJ,35,area_code_408,no,no,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,no
PA,52,area_code_408,no,no,0,215.9,67,36.7,217,108,18.45,342.8,130,15.43,5.2,2,1.4,1,no
WI,92,area_code_415,yes,no,0,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51,0,no
PA,112,area_code_510,no,no,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,no
IN,NA,area_code_510,no,no,0,245,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,no
TN,17,area_code_510,no,yes,31,153.1,115,26.03,185.9,59,15.8,224.3,102,10.09,10,1,2.7,6,yes
MD,79,area_code_510,no,yes,31,103.1,90,17.53,243,135,20.66,76.4,92,3.44,12.2,8,3.29,3,no
FL,124,area_code_415,no,yes,28,251.4,104,42.74,225.1,89,19.13,251.9,121,11.34,7.5,5,2.03,1,no
NV,144,area_code_415,yes,no,0,150,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0,no
WY,87,area_code_415,no,no,0,151,83,25.67,219.7,116,18.67,203.9,127,9.18,9.7,3,2.62,5,yes
CO,85,area_code_510,no,yes,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,no
AR,5,area_code_415,no,no,0,199.2,106,33.86,187.3,12,15.92,214,85,9.63,13.3,3,3.59,3,no
NE,86,area_code_408,no,no,0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,no
NC,155,area_code_408,no,no,0,2063.2,55,44.61,1126.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,no
MN,113,area_code_408,no,no,0,158.9,137,27.01,242.8,109,20.64,247.8,97,11.15,6.5,4,1.76,0,no
HI,99,area_code_408,no,no,0,2105.2,107,23.07,1140.4,103,17.71,209,95,9.4,8.8,3,2.38,7,yes
PA,119,area_code_408,no,no,0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2,yes
OH,124,area_code_510,no,no,0,2044.5,97,32.81,1021.8,99,7.63,172.8,104,7.78,15.3,3,4.13,1,no
NV,102,area_code_415,no,no,0,144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,0,no
IA,143,area_code_510,no,yes,33,141.4,130,24.04,186.4,114,15.84,210,111,9.45,7.7,6,2.08,1,no
IN,113,area_code_415,no,no,0,209.4,151,35.6,347.3,113,29.52,246,116,11.07,7.4,2,2,1,yes
UT,110,area_code_408,no,no,0,192.6,102,32.74,178.9,118,15.21,214.6,74,9.66,9.4,NA,2.54,1,no
WI,NA,area_code_510,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,no
OR,66,area_code_408,no,no,0,87.6,76,14.89,262,111,22.27,184.6,125,8.31,9.2,5,2.48,1,no
NH,95,area_code_510,no,no,0,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2,no
KY,39,area_code_415,no,no,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,yes
MD,112,area_code_415,no,no,0,170.4,103,28.97,200.2,71,17.02,258.3,100,11.62,11.6,4,3.13,1,no
AZ,108,area_code_415,no,no,0,193.3,126,32.86,154.7,85,13.15,174.8,98,7.87,9.4,6,2.54,3,no
MI,NA,area_code_408,no,yes,32,209.5,108,35.62,109.6,64,9.32,189.7,145,8.54,9.1,6,2.46,6,yes
NM,147,area_code_408,yes,no,0,183.8,113,31.25,164.7,110,14,111,87,5,10.1,NA,2.73,1,no
FL,148,area_code_510,yes,no,0,148.2,138,25.19,159.6,123,13.57,197.4,62,8.88,8.6,3,2.32,2,no
IN,87,area_code_510,no,no,0,2047.6,85,39.92,1072.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1,no
MO,174,area_code_510,no,no,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,no
MA,122,area_code_408,no,yes,29,195.4,83,33.22,268.2,93,22.8,168,95,7.56,8.4,6,2.27,3,no
SC,145,area_code_408,no,no,0,39.5,78,6.72,NA,106,22.47,185.8,90,8.36,10,6,2.7,0,no
RI,150,area_code_415,no,yes,29,209.9,77,35.68,158,52,13.43,141.9,113,6.39,6.6,1,1.78,0,no
MD,120,area_code_415,no,yes,40,1995.6,99,21.78,1179.7,78,21.05,199.7,121,8.99,15.6,3,4.21,0,no
NM,117,area_code_415,no,no,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,no
TX,66,area_code_415,no,yes,35,2005.6,100,32.44,1193.3,93,22.21,209.5,108,9.43,8.9,6,2.4,0,no
PA,85,area_code_408,no,no,0,1990.3,88,24.55,1196.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1,no
OR,NA,area_code_415,no,no,0,196.5,82,33.41,190,89,16.15,163.2,99,7.34,10.8,2,2.92,2,no
FL,136,area_code_408,yes,no,-9,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,no
WA,NA,area_code_510,no,no,0,255.1,93,43.37,266.9,97,22.69,197.7,118,8.9,8.8,3,2.38,3,yes
IL,151,area_code_408,no,no,0,2065.7,106,29.8,1076.3,87,12.27,160.2,88,7.21,11.8,5,3.19,0,no
NM,55,area_code_510,no,no,0,2157.7,100,48.74,1066.4,121,11.42,192.9,122,8.68,6.9,5,1.86,2,no
OK,96,area_code_415,no,no,0,260.4,115,44.27,146,46,12.41,269.5,87,12.13,11.5,4,3.11,5,no
NV,105,area_code_408,no,no,0,166.1,93,28.24,175.9,106,14.95,243.5,55,10.96,16.2,3,4.37,2,no
AK,146,area_code_415,no,no,0,195.9,86,33.3,228.6,82,19.43,303.5,94,13.66,12.2,4,3.29,3,no
GA,57,area_code_408,yes,yes,30,234.5,130,39.87,NA,116,16.59,268.8,94,12.1,11.4,4,3.08,2,no
MO,161,area_code_510,no,no,0,221.7,95,37.69,193,82,16.41,194.1,113,8.73,6.5,4,1.76,3,no
DC,88,area_code_415,no,yes,17,2058.4,78,37.32,1154.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,no
RI,115,area_code_408,no,no,0,147.9,109,25.14,228.4,117,19.41,299.7,90,13.49,9.6,9,2.59,3,no
OH,94,area_code_510,no,no,0,194.1,62,33,227.2,54,19.31,190.4,115,8.57,15.3,4,4.13,1,no
WY,185,area_code_415,yes,yes,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2,no
RI,56,area_code_415,no,no,0,226,112,38.42,NA,118,21.12,140.5,142,6.32,6.9,11,1.86,1,no
TN,-121,area_code_510,no,yes,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,no
NV,74,area_code_415,no,no,0,282.5,114,48.03,219.9,48,18.69,170,115,7.65,9.4,4,2.54,1,yes
VA,NA,area_code_408,no,no,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,no
NJ,NA,area_code_415,no,no,0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,no
NM,141,area_code_415,no,yes,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,2,no
AL,69,area_code_415,no,no,0,183.4,85,31.18,237.6,100,20.2,228,94,10.26,9,5,2.43,3,no
VT,100,area_code_415,no,yes,25,2017.6,90,36.7,1189.9,92,21.92,180.2,157,8.11,11.6,4,3.13,1,no
OK,NA,area_code_510,no,no,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,yes
NY,163,area_code_408,no,no,0,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,7,2.59,0,yes
VA,NA,area_code_408,no,no,0,104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76,2,no
SD,NA,area_code_510,no,yes,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,no
IA,129,area_code_415,no,no,0,216,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2,no
SD,125,area_code_415,no,no,0,2083.4,73,27.85,1187.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,no
MD,70,area_code_408,no,no,0,170.2,98,28.93,155.2,102,13.19,228.6,76,10.29,15,2,4.05,1,no
SC,124,area_code_415,no,no,0,1944.2,109,27.35,1076.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,no
OK,NA,area_code_415,no,no,0,134.7,121,22.9,180,83,15.3,200.9,104,9.04,7.7,3,2.08,1,no
WI,89,area_code_415,no,no,0,326.3,112,55.47,165.1,110,14.03,162.9,97,7.33,7.5,1,2.03,1,yes
MN,179,area_code_415,no,no,0,2057,54,29.02,1123.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1,no
TX,80,area_code_510,no,yes,22,196.4,115,33.39,150.3,109,12.78,176.2,75,7.93,9.3,1,2.51,0,no
MA,166,area_code_415,no,no,0,203.4,81,34.58,167.7,110,14.25,132,124,5.94,9.2,NA,2.48,2,no
ME,35,area_code_408,no,no,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,no
IL,71,area_code_510,yes,no,0,186.1,114,31.64,198.6,140,16.88,206.5,80,9.29,13.8,5,3.73,4,yes
WV,117,area_code_510,yes,no,0,198.4,121,33.73,249.5,104,21.21,162.8,115,7.33,10.5,5,2.84,1,no
AR,100,area_code_510,no,no,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2,no
NJ,113,area_code_415,no,no,0,186,55,31.62,NA,105,20.18,148.1,83,6.66,12.2,6,3.29,1,no
NJ,131,area_code_415,no,no,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,no
CO,71,area_code_415,no,no,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,no
MN,122,area_code_415,no,no,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,no
UT,50,area_code_510,no,no,0,258.1,106,43.88,161.4,106,13.72,225.1,110,10.13,11.7,5,3.16,1,no
WY,171,area_code_415,no,no,-10,231.2,135,39.3,188.7,74,16.04,206.9,124,9.31,12.3,1,3.32,1,no
UT,161,area_code_510,yes,no,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1,yes
DC,11,area_code_415,no,yes,28,190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,6,3,1.62,3,no
VA,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,no
CO,192,area_code_415,no,no,0,2083.6,101,37.67,1217.2,50,24.24,167.4,83,7.53,12.7,6,3.43,4,no
CO,139,area_code_415,no,no,0,138.1,103,23.48,NA,100,13.98,134.9,63,6.07,8.3,2,2.24,1,no
NJ,59,area_code_510,yes,yes,31,225,78,38.25,191.3,79,16.26,226.7,79,10.2,9.1,3,2.46,1,no
MA,35,area_code_415,no,no,0,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,no
NM,103,area_code_415,no,no,0,1876.5,83,29.5,1176.3,65,20.77,221.6,66,9.97,9.7,2,2.62,3,no
MI,105,area_code_415,no,no,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0,yes
RI,134,area_code_415,no,no,0,1921.1,95,24.09,1137.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,no
ME,36,area_code_510,no,yes,25,2058.4,110,25.98,1174.8,67,20.64,147.4,74,6.63,9.1,2,2.46,1,no
SD,NA,area_code_510,no,no,0,184.5,81,31.37,172,103,14.62,183.4,96,8.25,13.7,3,3.7,3,no
MI,119,area_code_510,yes,yes,-2,172.1,119,29.26,223.6,133,19.01,150,94,6.75,13.9,20,3.75,1,yes
TN,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,no
MT,NA,area_code_510,no,no,0,193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,9.2,3,2.48,0,no
VA,NA,area_code_510,no,no,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,no
VT,126,area_code_415,no,no,0,226.2,88,38.45,140.3,114,11.93,208.9,110,9.4,6.4,2,1.73,0,no
VT,137,area_code_510,no,no,0,97.5,95,16.58,195.8,82,16.64,288.8,78,13,0,NA,0,1,no
NJ,66,area_code_415,no,yes,16,2027,92,29.7,1164.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1,no
TX,119,area_code_510,no,no,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,yes
TX,57,area_code_415,no,no,0,2047.4,113,27.37,1140,134,17.68,208.1,81,9.36,8.4,4,2.27,3,no
NC,45,area_code_408,no,yes,38,2030.7,92,33.46,1186.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1,no
RI,155,area_code_408,yes,no,-8,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,no
NM,118,area_code_415,no,yes,42,1961.5,105,25.28,1099.3,105,14.22,270.6,105,12.18,10.4,7,2.81,0,no
WI,137,area_code_510,no,no,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,no
CO,66,area_code_408,no,yes,40,141.7,87,24.09,268.3,89,22.81,241.3,68,10.86,8.5,7,2.3,0,no
WA,NA,area_code_510,no,no,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,no
OR,NA,area_code_510,no,yes,36,192.8,103,32.78,177,83,15.05,216.5,118,9.74,16.4,5,4.43,1,no
CO,131,area_code_415,no,yes,-6,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1,no
WV,64,area_code_415,no,yes,22,200.4,80,34.07,131.1,84,11.14,230.7,67,10.38,7.6,5,2.05,1,no
OR,69,area_code_408,no,no,0,196.1,87,33.34,236.8,66,20.13,182.3,75,8.2,11.9,1,3.21,0,no
DE,98,area_code_415,no,yes,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,no
TN,146,area_code_408,yes,no,-8,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2,no
CT,90,area_code_415,no,no,0,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13,7,3.51,1,no
MI,74,area_code_415,no,no,0,124.8,114,21.22,133,121,11.31,160.3,85,7.21,10.6,7,2.86,3,no
NC,77,area_code_408,yes,yes,44,2087.8,117,17.54,1168.3,86,20.09,203.5,101,9.16,11.9,2,3.21,0,yes
MI,97,area_code_408,no,yes,32,168.4,129,28.63,225.9,97,19.2,191.8,95,8.63,8.5,7,2.3,0,no
OH,136,area_code_415,no,yes,31,143.1,88,24.33,236.6,65,20.11,227.8,120,10.25,11.4,5,3.08,2,no
SC,121,area_code_415,no,no,0,1981.3,126,24.62,1132.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,yes
WA,174,area_code_408,no,yes,33,167.8,91,28.53,205.3,91,17.45,130,132,5.85,14.5,4,3.92,4,yes
LA,172,area_code_408,no,no,0,212,121,36.04,31.2,115,2.65,293.3,78,13.2,12.6,10,3.4,3,no
WY,101,area_code_510,no,yes,9,160.1,116,27.22,210,121,17.85,139.1,65,6.26,10.8,9,2.92,0,no
ID,224,area_code_510,no,no,0,2059.1,133,18.94,1107,66,14.88,217.2,106,9.77,5.5,6,1.49,3,no
HI,72,area_code_415,no,no,0,2064.4,97,18.55,1047.7,96,9.83,295.8,84,13.31,8.3,6,2.24,0,no
NJ,127,area_code_510,no,no,-4,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0,yes
NY,94,area_code_510,yes,no,0,243.2,109,41.34,147,88,12.5,94.9,99,4.27,7.2,4,1.94,4,no
CT,99,area_code_408,no,no,0,95.4,105,16.22,207.2,101,17.61,136,117,6.12,5.6,5,1.51,1,no
KS,138,area_code_510,no,yes,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15,3,4.05,1,no
FL,106,area_code_408,no,yes,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,no
IL,87,area_code_510,no,no,0,231.3,105,39.32,171.7,108,14.59,67.7,136,3.05,13,6,3.51,1,no
NV,91,area_code_408,no,no,0,133.7,75,22.73,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59,0,no
DC,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,no
MI,135,area_code_415,no,no,0,239.9,91,40.78,177.1,104,15.05,217.2,118,9.77,5.9,3,1.59,2,no
DC,121,area_code_408,no,no,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,no
KS,36,area_code_510,no,no,0,178.6,83,30.36,213.1,103,18.11,198,119,8.91,10.9,5,2.94,1,no
DE,147,area_code_510,no,no,0,209.4,104,35.6,132.5,78,11.26,149.4,123,6.72,11.3,3,3.05,2,no
IN,87,area_code_510,no,no,0,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,3,3.62,1,no
MT,111,area_code_408,no,no,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,no
WY,NA,area_code_415,no,no,0,147.1,80,25.01,199.7,100,16.97,160.7,106,7.23,13.7,7,3.7,0,no
UT,NA,area_code_510,no,no,0,123.8,107,21.05,319,125,27.12,237.6,78,10.69,7.3,4,1.97,2,no
DC,123,area_code_415,no,no,0,211,92,35.87,217,102,18.45,214.8,104,9.67,9.8,7,2.65,3,no
WI,114,area_code_415,no,yes,-1,137.1,88,23.31,155.7,125,13.23,247.6,94,11.14,11.5,7,3.11,2,no
VT,60,area_code_415,no,no,0,193.9,118,32.96,NA,110,7.23,210.1,134,9.45,13.2,8,3.56,3,no
NM,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,no
NE,139,area_code_415,no,no,0,2104.8,103,35.89,1138.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,no
MD,107,area_code_415,no,no,0,294.9,71,50.13,192.8,78,16.39,148.1,87,6.66,13.2,5,3.56,1,yes
TN,115,area_code_415,no,no,0,2027.1,113,35.05,1108.4,102,14.99,297.1,119,13.37,11,7,2.97,1,no
IA,158,area_code_415,no,no,0,158,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,no
IN,205,area_code_510,no,no,0,49.9,123,8.48,150.7,81,12.81,188.2,67,8.47,10.1,4,2.73,2,no
OR,149,area_code_415,no,no,0,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,10,3,2.7,3,yes
UT,133,area_code_408,no,yes,44,174,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,7,3.81,2,yes
